transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,beverage_type,package,size_ml,caffeine_mg,sugar_g,is_sugar_free,is_alcoholic_flag,unit_price,unit_cost,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1239666-3709,2024-07-13,S0064,South,Houston,InStore,RegionalFoods,1239666,7,GiftCard,V00040,SKU-V00107-YPE1,Beverages,2,0,0,18.5,1,Still Water,Functional,Bottle,330,131,24,0,0,10.48,7.39,11,0,10.48,20.96,14.78,6.18
T1835013-3710,2024-02-27,S0120,South,Houston,InStore,VendorC,1835013,10,Credit,V00142,SKU-V00142-X4VP,Beverages,1,0,0,10.7,0,Latte Bottle,Juice,Can,473,0,36,0,0,1.18,0.62,8,0,1.18,1.18,0.62,0.56
T1327072-3711,2024-02-10,S0067,North,Chicago,InStore,LocalCoop,1327072,7,Debit,V00217,SKU-V00217-HB04,Beverages,5,1,15,9.2,1,Sparkling Water,Juice,Can,1000,58,17,0,0,7.17,4.11,16,0,6.09,30.45,20.55,9.9
T1939209-3712,2024-08-02,S0084,South,Atlanta,InStore,VendorB,1939209,11,Credit,V00033,SKU-V00033-ZC4B,Beverages,2,1,25,-7.8,0,Lemonade,Soda,Can,250,109,2,0,0,8.13,4.28,11,0,6.1,12.2,8.56,3.64
T1979472-3713,2024-06-03,S0116,East,Boston,Pickup,NationalSupply,1979472,11,Debit,V00008,SKU-V00008-1CLX,Beverages,4,0,0,3.8,0,Kombucha,Soda,Bottle,1500,84,11,0,0,7.11,5.41,19,0,7.11,28.44,21.64,6.8
T1701985-3714,2024-08-17,S0092,North,Columbus,InStore,VendorC,1701985,7,Credit,V00053,SKU-V00053-QFCR,Beverages,4,0,0,9.3,1,Sparkling Water,Water,Bottle,1000,90,21,0,0,3.92,2.83,17,0,3.92,15.68,11.32,4.36
T1378826-3715,2024-03-26,S0042,Central,Cleveland,InStore,LocalCoop,1378826,5,Credit,V00144,SKU-V00144-4DHV,Beverages,3,0,0,16.2,0,Kombucha,Juice,Bottle,330,56,0,1,0,2.39,1.66,23,0,2.39,7.17,4.98,2.19
T1616662-3716,2024-04-14,S0105,North,Detroit,Pickup,VendorD,1616662,10,Cash,V00015,SKU-V00015-DXMK,Beverages,3,1,15,22.2,1,Energy Drink,Water,Multi-pack,355,0,2,0,0,1.43,0.72,11,0,1.22,3.66,2.16,1.5
T1715203-3717,2024-04-15,S0107,East,Baltimore,Delivery,NationalSupply,1715203,8,MobilePay,V00060,SKU-V00013-UQ5E,Beverages,3,0,0,-2.2,0,Energy Drink,Energy,Can,1000,34,13,0,0,7.38,4.76,16,1,7.38,22.14,14.28,7.86
T1148614-3718,2024-03-31,S0065,South,Charlotte,Pickup,NationalSupply,1148614,8,MobilePay,V00170,SKU-V00170-J1EN,Beverages,3,0,0,16.8,1,Sparkling Water,Water,Can,1500,81,9,0,0,8.57,5.94,15,0,8.57,25.71,17.82,7.89
T1634429-3719,2024-06-10,S0029,West,Las Vegas,InStore,VendorC,1634429,8,Credit,V00138,SKU-V00138-WAL1,Beverages,3,0,0,12.7,0,Cold Brew,Functional,Bottle,355,138,29,0,0,2.25,1.37,13,0,2.25,6.75,4.11,2.64
T1764822-3720,2024-04-10,S0105,North,Milwaukee,Online,LocalCoop,1764822,11,Credit,V00029,SKU-V00029-F1QV,Beverages,2,0,0,19.7,0,Kombucha,Soda,Can,1000,81,25,0,0,4.27,2.83,14,0,4.27,8.54,5.66,2.88
T1907450-3721,2024-09-06,S0018,South,Atlanta,Pickup,VendorD,1907450,11,GiftCard,V00118,SKU-V00118-6MUB,Beverages,2,0,0,13.9,0,Ginger Ale,Water,Bottle,1500,0,15,0,0,1.36,0.86,18,0,1.36,2.72,1.72,1.0
T1569089-3722,2024-12-21,S0090,South,Atlanta,Online,VendorD,1569089,7,Credit,V00042,SKU-V00042-YDZT,Beverages,2,0,0,16.9,1,Energy Drink,Soda,Bottle,473,144,17,0,0,0.97,0.63,18,0,0.97,1.94,1.26,0.68
T1172443-3723,2024-12-17,S0067,East,Pittsburgh,InStore,VendorA,1172443,7,MobilePay,V00101,SKU-V00101-H1MS,Beverages,5,0,0,7.2,0,Cola,Soda,Can,500,94,14,0,0,7.19,3.73,20,0,7.19,35.95,18.65,17.3
T1401197-3724,2024-01-16,S0023,North,Minneapolis,InStore,VendorB,1401197,8,Credit,V00135,SKU-V00135-VN1H,Beverages,3,0,0,20.1,0,Still Water,Soda,Carton,2000,0,17,0,0,8.49,4.8,10,0,8.49,25.47,14.4,11.07
T1482500-3725,2024-12-18,S0047,East,Pittsburgh,InStore,RegionalFoods,1482500,10,Credit,V00122,SKU-V00122-4FYV,Beverages,3,0,0,7.9,0,Cola,Juice,Bottle,330,55,24,0,0,6.01,3.25,17,0,6.01,18.03,9.75,8.28
T1910713-3726,2024-02-17,S0013,West,Los Angeles,InStore,VendorC,1910713,7,Credit,V00124,SKU-V00124-9URE,Beverages,2,1,15,16.6,1,Sports Drink,Functional,Bottle,500,59,0,1,0,4.15,2.76,11,0,3.53,7.06,5.52,1.54
T1397946-3727,2024-03-13,S0120,North,Milwaukee,Online,VendorB,1397946,7,MobilePay,V00229,SKU-V00229-IWFT,Beverages,4,0,0,19.6,0,Kombucha,Water,Can,500,0,0,1,0,4.71,3.67,23,0,4.71,18.84,14.68,4.16
T1169342-3728,2024-08-07,S0019,Central,Cleveland,InStore,VendorB,1169342,7,MobilePay,V00070,SKU-V00070-BJ8Y,Beverages,6,0,0,12.6,0,Cola,Coffee,Bottle,250,106,25,0,0,1.58,0.83,21,1,1.58,9.48,4.98,4.5
T1260854-3729,2024-10-09,S0060,South,Dallas,InStore,VendorD,1260854,10,Debit,V00107,SKU-V00107-YPE1,Beverages,3,0,0,32.4,0,Iced Tea,Energy,Can,330,32,0,1,0,6.01,3.02,19,1,6.01,18.03,9.06,8.97
T1469132-3730,2024-03-15,S0074,North,Milwaukee,InStore,VendorC,1469132,10,Cash,V00069,SKU-V00069-QM6V,Beverages,2,1,10,15.2,0,Juice,Soda,Can,250,0,13,0,0,3.51,2.13,12,0,3.16,6.32,4.26,2.06
T1098240-3731,2024-08-04,S0028,West,Phoenix,InStore,RegionalFoods,1098240,5,Credit,V00057,SKU-V00057-PK2R,Beverages,3,0,0,2.2,1,Kombucha,Coffee,Can,330,124,53,0,0,2.19,1.41,7,0,2.19,6.57,4.23,2.34
T1049051-3732,2024-06-13,S0025,West,Los Angeles,InStore,VendorA,1049051,7,Debit,V00037,SKU-V00070-BJ8Y,Beverages,5,0,0,11.6,0,Lemonade,Sports,Can,355,63,36,0,0,1.7,0.89,16,0,1.7,8.5,4.45,4.05
T1668460-3733,2024-05-16,S0009,West,Phoenix,InStore,LocalCoop,1668460,5,MobilePay,V00240,SKU-V00240-HM2Y,Beverages,4,1,15,23.5,0,Lemonade,Soda,Bottle,591,0,35,0,0,8.22,4.3,15,0,6.99,27.96,17.2,10.76
T1949537-3734,2024-03-17,S0079,Central,Cleveland,InStore,VendorB,1949537,8,GiftCard,V00148,SKU-V00148-O65Z,Beverages,6,0,0,12.1,1,Lemonade,Energy,Bottle,500,129,26,0,0,6.05,4.06,17,0,6.05,36.3,24.36,11.94
T1576970-3735,2024-12-12,S0054,North,Minneapolis,Online,VendorC,1576970,12,Credit,V00016,SKU-V00016-MFOU,Beverages,3,0,0,4.9,0,Orange Soda,Juice,Bottle,330,6,6,0,0,6.37,4.21,15,0,6.37,19.11,12.63,6.48
T1261903-3736,2024-12-31,S0109,North,Chicago,Pickup,RegionalFoods,1261903,6,Credit,V00054,SKU-V00054-6K2E,Beverages,2,0,0,3.5,0,Energy Drink,Energy,Can,355,80,42,0,0,8.43,5.41,14,0,8.43,16.86,10.82,6.04
T1608401-3737,2024-07-11,S0043,North,Columbus,InStore,VendorD,1608401,9,MobilePay,V00013,SKU-V00013-UQ5E,Beverages,2,1,5,25.2,0,Tonic Water,Soda,Can,330,0,28,0,0,6.31,3.76,15,0,5.99,11.98,7.52,4.46
T1477995-3738,2024-03-01,S0120,Central,Denver,Delivery,RegionalFoods,1477995,7,Credit,V00137,SKU-V00137-MMEB,Beverages,3,0,0,10.2,0,Iced Tea,Water,Can,250,16,18,0,0,7.2,4.18,18,2,7.2,21.6,12.54,9.06
T1842462-3739,2024-11-14,S0034,West,Phoenix,InStore,VendorA,1842462,13,Credit,V00190,SKU-V00190-YTR8,Beverages,4,0,0,7.7,0,Still Water,Energy,Bottle,355,37,55,0,0,7.39,4.16,12,0,7.39,29.56,16.64,12.92
T1440193-3740,2024-12-06,S0107,East,Baltimore,InStore,VendorB,1440193,10,Debit,V00007,SKU-V00207-1SLN,Beverages,3,0,0,14.2,0,Tonic Water,Soda,Carton,473,26,4,0,0,5.31,3.48,21,0,5.31,15.93,10.44,5.49
T1485758-3741,2024-02-16,S0081,South,Orlando,Online,NationalSupply,1485758,4,Debit,V00213,SKU-V00213-XS6O,Beverages,-1,0,0,17.1,0,Lemonade,Soda,Can,355,38,19,0,0,1.04,0.71,10,0,1.04,1.04,0.71,0.33
T1891781-3742,2024-01-31,S0071,West,San Diego,Online,VendorC,1891781,3,Credit,V00017, SKU-V00110-NVB1 ,Beverages,3,0,0,2.5,0,Still Water,Soda,Bottle,355,56,45,0,0,7.43,4.39,16,0,7.43,22.29,13.17,9.12
T1967717-3743,2024-12-04,S0116,North,Detroit,Online,VendorC,1967717,6,Cash,V00179,SKU-V00179-LTTW,Beverages,1,0,0,22.5,0,Cola,Coffee,Bottle,330,74,23,0,0,1.33,0.97,12,0,1.33,1.33,0.97,0.36
T1988435-3744,2024-10-30,S0045,West,Phoenix,Delivery,VendorB,1988435,4,Credit,V00220,SKU-V00220-6849,Beverages,2,0,0,4.5,0,Cold Brew,Functional,Multi-pack,500,36,25,0,0,9.72,6.39,19,0,9.72,19.44,12.78,6.66
T1441716-3745,2024-10-17,S0088,Central,Cleveland,InStore,VendorB,1441716,6,MobilePay,V00127,SKU-V00127-YUHU,Beverages,5,0,0,7.3,0,Sparkling Water,Coffee,Bottle,591,21,40,0,0,1.94,1.38,13,0,1.94,9.7,6.9,2.8
T1251590-3746,2024-10-29,S0035,North,Detroit,Delivery,RegionalFoods,1251590,7,Credit,V00079,SKU-V00079-H15B,Beverages,2,1,10,-0.9,0,Sports Drink,Soda,Bottle,330,0,0,1,0,5.58,3.84,17,0,5.02,10.04,7.68,2.36
T1584575-3747,2024-06-06,S0062,North,Milwaukee,Online,LocalCoop,1584575,12,Cash,V00140,SKU-V00140-GQR6,Beverages,1,0,0,4.8,0,Cold Brew,Soda,Bottle,1500,17,13,0,0,6.5,3.91,11,0,6.5,6.5,3.91,2.59
T1761801-3748,2024-09-11,S0062,North,Milwaukee,Online,RegionalFoods,1761801,10,Debit,V00085,SKU-V00085-KNPH,Beverages,2,0,0,10.5,0,Juice,Coffee,Carton,1000,78,5,0,0,9.82,6.9,14,0,9.82,19.64,13.8,5.84
T1578345-3749,2024-11-26,S0070,South, orlando ,InStore,LocalCoop,1578345,9,Debit,V00193,SKU-V00193-3INE,Beverages,3,0,0,-4.4,0,Latte Bottle,Water,Can,250,0,11,0,0,4.43,3.14,15,0,4.43,13.29,9.42,3.87
T1942686-3750,2024-11-26,S0017,Central,Cleveland,InStore,VendorC,1942686,8,Debit,V00247,SKU-V00247-442U,Beverages,6,0,0,2.8,0,Latte Bottle,Coffee,Bottle,330,46,22,0,0,7.72,5.44,15,0,7.72,46.32,32.64,13.68
T1931940-3751,2024-06-09,S0026,Central,St. Louis,Online,VendorB,1931940,6,MobilePay,V00219,SKU-V00219-MQNQ,Beverages,3,1,15,27.5,1,Tonic Water,Coffee,Can,2000,66,9,0,0,3.13,1.73,13,0,2.66,7.98,5.19,2.79
T1598521-3752,2024-06-06,S0007,Central,Kansas City,Online,RegionalFoods,1598521,10,Credit,V00047,SKU-V00047-6OLZ,Beverages,1,0,0,3.8,0,Sports Drink,Energy,Bottle,591,0,54,0,0,7.97,4.58,11,0,7.97,7.97,4.58,3.39
T1073868-3753,2024-06-07,S0052,North,Detroit,Pickup,VendorB,1073868,13,Credit,V00237,SKU-V00237-P1Q5,Beverages,3,1,5,6.4,0,Juice,Sports,Carton,1000,16,20,0,0,4.93,3.21,10,0,4.68,14.04,9.63,4.41
T1102988-3754,2024-02-20,S0077,East,Philadelphia,InStore,VendorD,1102988,7,Cash,V00227,SKU-V00227-07R6,Beverages,2,1,10,5.3,0,Tonic Water,Tea,Can,591,29,49,0,0,8.01,5.29,11,0,7.21,14.42,10.58,3.84
T1578019-3755,2024-03-17,S0051,South,Houston,InStore,RegionalFoods,1578019,8,Credit,V00149,SKU-V00149-DANU,Beverages,9,1,5,21.5,1,Kombucha,Soda,Multi-pack,591,15,16,0,0,7.43,4.24,22,0,7.06,63.54,38.16,25.38
T1705360-3756,2024-05-22,S0003,Central,Nashville,InStore,NationalSupply,1705360,5,Credit,V00254,SKU-V00254-5DO5,Beverages,5,1,20,13.6,0,Still Water,Water,Can,330,73,26,0,0,4.7,3.03,20,0,3.76,18.8,15.15,3.65
T1968382-3757,2024-05-10,S0111,East,Baltimore,InStore,VendorB,1968382,11,Credit,V00015,SKU-V00015-DXMK,Beverages,6,0,0,28.1,0,Sparkling Water,Energy,Can,500,106,0,1,0,4.65,3.12,21,1,4.65,27.9,18.72,9.18
T1551200-3758,2024-05-28,S0039,East,Boston,InStore,RegionalFoods,1551200,9,Debit,V00156,SKU-V00156-WMSQ,Beverages,3,0,0,10.5,0,Cola,Energy,Carton,1000,26,45,0,0,5.76,3.61,16,0,5.76,17.28,10.83,6.45
T1774747-3759,2024-11-10,S0024,West,Phoenix,InStore,VendorD,1774747,6,Credit,V00058,SKU-V00058-KXD7,Beverages,4,0,0,31.0,1,Juice,Tea,Bottle,500,0,45,0,0,1.35,0.73,18,0,1.35,5.4,2.92,2.48
T1396023-3760,2024-07-29,S0011,East,New York,InStore,RegionalFoods,1396023,14,MobilePay,V00063,SKU-V00063-17HH,Beverages,3,1,25,22.2,0,Orange Soda,Soda,Bottle,473,88,12,0,0,1.66,1.24,16,0,1.24,3.72,3.72,0.0
T1471980-3761,2024-06-29,S0091,North,Milwaukee,InStore,NationalSupply,1471980,8,Credit,V00125,SKU-V00125-2NWD,Beverages,3,0,0,22.1,1,Latte Bottle,Energy,Bottle,330,50,8,0,0,8.33,4.47,17,0,8.33,24.99,13.41,11.58
T1553168-3762,2024-12-16,S0064,South,Dallas,InStore,VendorD,1553168,6,GiftCard,V00155,SKU-V00155-436L,Beverages,3,1,25,1.0,0,Lemonade,Soda,Can,500,46,44,0,0,8.01,4.04,21,0,6.01,18.03,12.12,5.91
T1890787-3763,2024-12-02,S0095,West,San Diego,Pickup,RegionalFoods,1890787,7,Cash,V00088,SKU-V00088-LV6Q,Beverages,8,1,20,21.6,0,Orange Soda,Functional,Bottle,750,0,14,0,0,1.03,0.63,20,1,0.82,6.56,5.04,1.52
T1211371-3764,2024-04-01,S0032,South,Dallas,InStore,VendorC,1211371,4,Debit,V00053,SKU-V00053-QFCR,Beverages,3,0,0,15.6,0,Orange Soda,Water,Can,355,15,52,0,0,4.31,2.67,21,2,4.31,12.93,8.01,4.92
T1318355-3765,2024-12-14,S0073,East,Boston,InStore,RegionalFoods,1318355,6,Cash,V00157,SKU-V00157-9VYB,Beverages,3,0,0,7.8,1,Sparkling Water,Soda,Can,473,95,0,1,0,0.71,0.43,18,0,0.71,2.13,1.29,0.84
T1667103-3766,2024-01-23,S0076,North,Detroit,InStore, vendorc ,1667103,9,Debit,V00026,SKU-V00026-E20F,Beverages,2,0,0,12.8,0,Sparkling Water,Tea,Bottle,2000,64,39,0,0,9.15,4.58,16,0,9.15,18.3,9.16,9.14
T1693588-3767,2024-11-19,S0045,Central,Kansas City,InStore,NationalSupply,1693588,6,Credit,V00193,SKU-V00193-3INE,Beverages,3,0,0,5.5,0,Kombucha,Water,Bottle,355,0,35,0,0,6.66,4.04,10,0,6.66,19.98,12.12,7.86
T1035833-3768,2024-04-07,S0072,East,Boston,Online,NationalSupply,1035833,7,MobilePay,V00228,SKU-V00228-CNJM,Beverages,3,1,15,1.2,1,Tonic Water,Sports,Bottle,473,43,47,0,0,5.55,3.24,11,0,4.72,14.16,9.72,4.44
T1998677-3769,2024-09-27,S0086,North,Detroit,Online,NationalSupply,1998677,12,MobilePay,V00227,SKU-V00227-07R6,Beverages,4,1,30,5.7,0,Orange Soda,Tea,Bottle,355,0,18,0,0,1.05,0.63,15,0,0.74,2.96,2.52,0.44
T1578426-3770,2024-08-04,S0104,West,San Diego,Pickup,VendorD,1578426,10,Credit,V00233,SKU-V00233-F8NT,Beverages,1,1,20,-1.6,1,Cold Brew,Water,Can,330,112,36,0,0,6.19,4.41,13,0,4.95,4.95,4.41,0.54
T1092931-3771,2024-12-23,S0103,South,Charlotte,Pickup,NationalSupply,1092931,5,Credit,V00194,SKU-V00206-GXFZ,Beverages,1,0,0,25.5,0,Kombucha,Functional,Bottle,330,126,54,0,0,8.15,6.3,11,0,8.15,8.15,6.3,1.85
T1983045-3772,2024-06-19,S0077,West,San Diego,Pickup,VendorA,1983045,8,Debit,V00181,SKU-V00181-X2U4,Beverages,3,0,0,8.1,0,Kombucha,Water,Carton,355,165,0,1,0,2.22,1.25,13,1,2.22,6.66,3.75,2.91
T1612188-3773,2024-10-17,S0100,East,Pittsburgh,InStore,NationalSupply,1612188,8,Credit,V00208,SKU-V00208-QQ5P,Beverages,5,0,0,19.1,0,Cold Brew,Tea,Bottle,500,23,49,0,0,7.01,4.45,15,2,7.01,35.05,22.25,12.8
T1414798-3774,2024-08-16,S0013,East,Baltimore,InStore,LocalCoop,1414798,9,MobilePay,V00183,SKU-V00183-M60N,Beverages,2,1,5,-7.3,0,Iced Tea,Juice,Bottle,330,165,55,0,0,2.1,1.45,16,0,2.0,4.0,2.9,1.1
T1052253-3775,2024-03-26,S0002,Central,Nashville,Delivery,RegionalFoods,1052253,6,Cash,V00249,SKU-V00249-PVKA,Beverages,3,1,25,22.8,0,Cola,Soda,Can,1000,0,50,0,0,3.15,2.28,16,0,2.36,7.08,6.84,0.24
T1827050-3776,2024-01-29,S0095,South,Dallas,InStore,VendorA,1827050,10,Credit,V00051,SKU-V00051-LIU0,Beverages,3,0,0,12.3,0,Energy Drink,Tea,Can,330,6,0,1,0,2.41,1.49,18,1,2.41,7.23,4.47,2.76
T1143149-3777,2024-01-06,S0089,South,Dallas,Online,VendorD,1143149,8,Credit,V00187,SKU-V00187-ABUO,Beverages,2,0,0,19.0,1,Sparkling Water,Juice,Bottle,2000,0,8,0,0,5.78,3.28,13,1,5.78,11.56,6.56,5.0
T1241237-3778,2024-05-11,S0008,South,Dallas,InStore,RegionalFoods,1241237,5,GiftCard,V00206,SKU-V00206-GXFZ,Beverages,2,0,0,-3.3,1,Latte Bottle,Water,Bottle,500,40,36,0,0,5.35,3.82,18,1,5.35,10.7,7.64,3.06
T1134591-3779,2024-03-24,S0052,Central,Denver,InStore,LocalCoop,1134591,7,Cash,V00057,SKU-V00057-PK2R,Beverages,6,0,0,8.6,1,Sparkling Water,Juice,Carton,591,113,0,1,0,2.69,,22,1,2.69,16.14,9.42,6.72
T1451306-3780,2024-11-03,S0005,South,Orlando,InStore,LocalCoop,1451306,12,Credit,V00226,SKU-V00052-JUNT,Beverages,4,0,0,30.3,1,Cola,Juice,Bottle,355,70,15,0,0,3.07,2.05,20,0,3.07,12.28,8.2,4.08
T1262538-3781,2024-02-10,S0100,South,Dallas,InStore,RegionalFoods,1262538,5,Credit,V00114,SKU-V00114-JWWS,Beverages,4,0,0,20.6,1,Kombucha,Tea,Can,500,71,31,0,0,6.73,3.9,17,0,6.73,26.92,15.6,11.32
T1115585-3782,2024-05-15,S0082,South,Charlotte,InStore,RegionalFoods,1115585,13,Credit,V00178,SKU-V00178-EI4D,Beverages,2,0,0,15.7,0,Energy Drink,Juice,Can,330,10,50,0,0,,1.01,18,0,1.31,2.62,2.02,0.6
T1370948-3783,2024-01-21,S0044,South,Orlando,Online,LocalCoop,1370948,8,Credit,V00168,SKU-V00168-9854,Beverages,2,1,15,16.3,1,Sparkling Water,Water,Can,500,146,31,0,0,3.24,2.03,14,0,2.75,5.5,4.06,1.44
T1606464-3784,2024-05-17,S0046,South,Orlando,InStore,NationalSupply,1606464,10,Debit,V00178,SKU-V00178-EI4D,Beverages,3,0,0,6.7,0,Sports Drink,Energy,Bottle,591,16,22,0,0,1.58,1.04,12,0,1.58,4.74,3.12,1.62
T1707930-3785,2024-11-25,S0004,West,San Jose,Online,VendorD,1707930,8,Credit,V00005,SKU-V00005-LU8J,Beverages,4,0,0,-7.8,0,Sports Drink,Energy,Bottle,591,80,23,0,0,6.58,3.78,14,0,6.58,26.32,15.12,11.2
T1902634-3786,2024-06-18,S0037,West,Los Angeles,Delivery,VendorC,1902634,8,Cash,V00144,SKU-V00144-4DHV,Beverages,4,0,0,-3.3,0,Iced Tea,Soda,Can,500,44,17,0,0,0.71,0.55,18,0,0.71,2.84,2.2,0.64
T1522250-3787,2024-11-19,S0056,South,Atlanta,InStore,VendorA,1522250,10,Credit,V00100,SKU-V00100-OA97,Beverages,2,0,0,19.2,0,Energy Drink,Water,Bottle,500,77,1,0,0,1.21,0.63,10,0,1.21,2.42,1.26,1.16
T1267847-3788,2024-10-30,S0102,North,Columbus,Delivery,NationalSupply,1267847,5,Credit,V00182,SKU-V00182-58Z3,Beverages,1,1,15,26.2,0,Still Water,Energy,Bottle,500,33,1,0,0,4.54,2.95,14,0,3.86,3.86,2.95,0.91
T1212556-3789,2024-03-23,S0065,South,Houston,InStore,VendorC,1212556,11,Cash,V00104,SKU-V00104-09L2,Beverages,1,0,0,4.0,1,Sports Drink,Juice,Bottle,355,17,35,0,0,2.48,1.52,16,0,2.48,2.48,1.52,0.96
T1745560-3790,2024-04-18,S0051,Central,St. Louis,Delivery,VendorB,1745560,11,Credit,V00201,SKU-V00028-AP6K,Beverages,2,0,0,6.1,0,Cold Brew,Tea,Carton,330,137,2,0,0,6.87,5.01,8,0,6.87,13.74,10.02,3.72
T1713725-3791,2024-01-23,S0118,North,Chicago,Delivery,RegionalFoods,1713725,11,Debit,V00016,SKU-V00016-MFOU,Beverages,3,0,0,9.7,0,Iced Tea,Water,Can,750,0,13,0,0,7.9,5.87,13,0,7.9,23.7,17.61,6.09
T1166137-3792,2024-08-24,S0120,East,Philadelphia,InStore,VendorC,1166137,4,Cash,V00231,SKU-V00231-09LM,Beverages,3,1,25,9.3,1,Still Water,Water,Bottle,500,51,0,1,0,3.52,2.33,23,0,2.64,7.92,6.99,0.93
T1022714-3793,2024-10-17,S0061,West,Los Angeles,InStore,RegionalFoods,1022714,9,Cash,V00257,SKU-V00257-YIL5,Beverages,3,0,0,14.9,0,Tonic Water,Energy,Carton,1500,32,2,0,0,3.65,2.55,13,0,3.65,10.95,7.65,3.3
T1834120-3794,2024-10-31,S0018,East,Pittsburgh,InStore,VendorD,1834120,5,MobilePay,V00133,SKU-V00133-FSI0,Beverages,2,1,30,15.6,0,Latte Bottle,Energy,Carton,750,22,0,1,0,8.88,5.46,17,0,6.22,12.44,10.92,1.52
T1334886-3795,2024-08-15,S0007,South,Houston,InStore,VendorB,1334886,8,Cash,V00109,SKU-V00109-P00Y,Beverages,4,1,20,2.5,0,Still Water,Soda,Can,330,3,18,0,0,3.63,2.43,19,0,2.9,11.6,9.72,1.88
T1543660-3796,2024-05-09,S0050,North,Minneapolis,Delivery,VendorD,1543660,8,Cash,V00204,SKU-V00204-1LO2,Beverages,4,0,0,15.3,0,Lemonade,Functional,Bottle,330,43,21,0,0,9.34,6.47,17,0,9.34,37.36,25.88,11.48
T1783107-3797,2024-05-11,S0103,Central,St. Louis,InStore,VendorA,1783107,16,Credit,V00179,SKU-V00179-LTTW,Beverages,1,0,0,11.0,1,Ginger Ale,Water,Multi-pack,355,3,49,0,0,3.89,2.4,5,0,3.89,3.89,2.4,1.49
T1600245-3798,2024-03-18,S0042,West,Phoenix,Online,NationalSupply,1600245,9,Credit,V00217,SKU-V00217-HB04,Beverages,2,1,20,3.9,0,Cold Brew,Soda,Bottle,591,69,20,0,0,4.17,3.06,12,0,3.34,6.68,6.12,0.56
T1327057-3799,2024-06-11,S0093,South,Atlanta,Online,LocalCoop,1327057,5,Credit,V00018,SKU-V00018-B1WB,Beverages,3,1,10,15.5,0,Sparkling Water,Coffee,Can,2000,32,31,0,0,6.14,4.47,17,0,5.53,16.59,13.41,3.18
T1617773-3800,2024-04-25,S0046,East,Baltimore,Online,VendorC,1617773,8,Cash,V00109,SKU-V00109-P00Y,Beverages,3,0,0,-10.3,0,Kombucha,Sports,Can,1000,40,31,0,0,8.64,5.43,12,0,8.64,25.92,16.29,9.63
T1748213-3801,2024-12-29,S0085,South,Charlotte,InStore,VendorA,1748213,3,Credit,V00105,SKU-V00105-307Q,Beverages,1,0,0,3.7,1,Sparkling Water,Tea,Bottle,355,143,13,0,0,,2.39,13,0,3.18,3.18,2.39,0.79
T1551941-3802,2024-01-03,S0057,North,Chicago,Online,VendorD,1551941,9,Debit,V00216,SKU-V00216-7HSQ,Beverages,3,0,0,7.6,0,Energy Drink,Water,Can,250,23,0,1,0,7.09,5.47,20,0,7.09,21.27,16.41,4.86
T1844610-3803,2024-07-24,S0118,North,Chicago,Online,VendorB,1844610,5,Debit,V00106,SKU-V00106-ICWB,Beverages,4,0,0,12.7,0,Tonic Water,Water,Bottle,355,16,4,0,0,3.19,2.16,11,0,3.19,12.76,8.64,4.12
T1966707-3804,2024-11-13,S0054,South,Orlando,Pickup,VendorA,1966707,5,Credit,V00197,SKU-V00197-CKBP,Beverages,1,0,0,16.8,0,Juice,Tea,Bottle,1500,58,9,0,0,7.57,3.8,18,0,7.57,7.57,3.8,3.77
T1096887-3805,2024-04-15,S0056,North,Chicago,InStore,VendorB,1096887,8,Cash,V00008,SKU-V00008-1CLX,Beverages,3,0,0,-1.2,0,Still Water,Water,Can,355,0,45,0,0,6.7,4.7,13,0,6.7,20.1,14.1,6.0
T1268802-3806,2024-03-04,S0117,North,Columbus,InStore,RegionalFoods,1268802,8,Cash,V00036,SKU-V00036-33MJ,Beverages,7,0,0,14.2,0,Latte Bottle,Coffee,Can,250,36,31,0,0,6.93,4.11,22,0,6.93,48.51,28.77,19.74
T1986178-3807,2024-03-19,S0069,West,San Jose,Online,NationalSupply,1986178,7,Credit,V00025,SKU-V00082-Y838,Beverages,4,0,0,26.7,0,Tonic Water,Soda,Multi-pack,500,38,5,0,0,6.12,3.48,15,0,6.12,24.48,13.92,10.56
T1506186-3808,2024-06-15,S0057,North,Chicago,Pickup,NationalSupply,1506186,5,Debit,V00232,SKU-V00179-LTTW,Beverages,3,1,15,7.8,1,Lemonade,Coffee,Bottle,500,81,28,0,0,2.44,1.54,14,0,2.07,6.21,4.62,1.59
T1125037-3809,2024-02-06,S0075,South,Orlando,Online,VendorD,1125037,6,Credit,V00234,SKU-V00234-R877,Beverages,6,1,10,38.3,0,Tonic Water,Soda,Bottle,591,7,18,0,0,7.5,4.44,20,0,6.75,40.5,26.64,13.86
T1796767-3810,2024-07-17,S0116,East,Baltimore,InStore,LocalCoop,1796767,6,MobilePay,V00017,SKU-V00110-NVB1,Beverages,1,1,15,19.2,0,Cola,Water,Bottle,500,0,7,0,0,1.33,0.92,18,0,1.13,1.13,0.92,0.21
T1262401-3811,2024-10-08,S0028,Central,Cleveland,InStore,VendorD,1262401,6,Debit,V00214,SKU-V00214-FJJE,Beverages,5,0,0,-0.8,0,Kombucha,Tea,Can,355,0,0,1,0,5.65,3.3,14,0,5.65,28.25,16.5,11.75
