transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,flavor,pack_size,unit_price,unit_cost,is_gluten_free,is_artisan,bake_type,shelf_life_days,calories_per_unit,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1699364-3575,2024-10-08,S0003,North,Chicago,InStore,LocalCoop,1699364,12,Credit,B00037,SKU-B00003-11S0,Bakery,3,0,0,23.1,0,Focaccia,Cinnamon,1,11.27,,0,0,In-store baked,5,230,9,0,11.27,33.81,23.97,9.84
T1044792-3576,2024-09-17,S0003,West,Las Vegas,Pickup,LocalCoop,1044792,10,Debit,B00212,SKU-B00212-1P1U,Bakery,2,0,0,-7.5,0,Focaccia,Plain,1,1.77,1.25,1,0,Vendor baked,2,235,10,0,1.77,3.54,2.5,1.04
T1158680-3577,2024-09-19,S0120,East,Philadelphia,InStore,VendorC,1158680,12,Debit,B00086,SKU-B00065-L31I,Bakery,2,0,0,2.8,0,Cake Slice,Almond,4,2.75,2.12,0,0,In-store baked,3,285,15,0,2.75,5.5,4.24,1.26
T1739250-3578,2024-02-24,S0109,North,Milwaukee,InStore,VendorC,1739250,5,MobilePay,B00009,SKU-B00009-85MW,Bakery,2,1,30,14.9,1,Bagel,Lemon,1,7.34,4.06,0,0,Vendor baked,5,240,6,0,5.14,10.28,8.12,2.16
T1147529-3579,2024-12-19,S0088,South,Houston,Online,RegionalFoods,1147529,9,Credit,B00053,SKU-B00053-3Y8I,Bakery,3,1,5,16.8,0,Pita,Chocolate,2,13.02,7.3,1,0,In-store baked,4,216,8,0,12.37,37.11,21.9,15.21
T1876687-3580,2024-01-05,S0017,Central,St. Louis,Online,RegionalFoods,1876687,5,Debit,B00197,SKU-B00197-9CC4,Bakery,4,0,0,12.1,0,Cake Slice,Pumpkin,4,3.95,2.99,0,0,In-store baked,7,293,11,2,3.95,15.8,11.96,3.84
T1605593-3581,2024-05-21,S0061,North,Detroit,InStore,VendorC,1605593,4,MobilePay,B00039,SKU-B00039-71UE,Bakery,4,0,0,19.6,0,Brioche,Plain,1,4.75,3.48,0,0,Vendor baked,3,303,11,0,4.75,19.0,13.92,5.08
T1864989-3582,2024-12-28,S0114,South,Dallas,InStore,NationalSupply,1864989,11,Credit,B00045,SKU-B00045-43EO,Bakery,3,0,0,16.6,1,Sourdough Loaf,Pumpkin,6,2.95,,0,0,Vendor baked,3,245,12,0,2.95,8.85,5.64,3.21
T1389139-3583,2024-05-01,S0082,East,New York,InStore,VendorD,1389139,8,Debit,B00018,SKU-B00018-M83Y,Bakery,3,0,0,16.5,0,Croissant,Plain,1,6.77,3.85,0,0,In-store baked,5,251,13,0,6.77,20.31,11.55,8.76
T1457408-3584,2024-10-29,S0104,West,San Jose,InStore,LocalCoop,1457408,4,Credit,B00030,SKU-B00030-GYHV,Bakery,3,0,0,12.0,0,Pita,Raspberry,1,8.68,6.32,0,0,In-store baked,5,380,11,0,8.68,26.04,18.96,7.08
T1132723-3585,2024-06-24,S0099,South,Orlando,InStore,RegionalFoods,1132723,8,Credit,B00060,SKU-B00060-KN5H,Bakery,6,0,0,-0.8,0,Sourdough Loaf,Maple,12,1.59,0.87,0,1,In-store baked,2,121,14,1,1.59,9.54,5.22,4.32
T1162419-3586,2024-10-01,S0012,South,Charlotte,InStore,VendorD,1162419,13,Debit,B00052,SKU-B00052-TF99,Bakery,1,0,0,0.3,0,Brownie,Pumpkin,12,6.85,5.14,0,0,Vendor baked,5,275,17,0,6.85,6.85,5.14,1.71
T1996799-3587,2024-10-18,S0076,West,Los Angeles,Online,NationalSupply,1996799,7,Debit,B00097,SKU-B00097-VUM6,Bakery,4,0,0,3.8,0,Brioche,Cheese,8,3.51,2.18,0,0,In-store baked,6,133,11,1,3.51,14.04,8.72,5.32
T1322026-3588,2024-10-25,S0059,East,Philadelphia,InStore,LocalCoop,1322026,7,MobilePay,B00013,SKU-B00013-P6SP,Bakery,2,0,0,10.0,0,Bagel,Maple,1,13.68,8.2,0,1,In-store baked,2,216,9,0,13.68,27.36,16.4,10.96
T1538078-3589,2024-05-08,S0088,East,Baltimore,Pickup,VendorB,1538078,5,Credit,B00057,SKU-B00057-PRDS,Bakery,4,0,0,14.8,0,Cupcake,Pumpkin,1,1.84,1.41,0,0,Vendor baked,6,384,12,0,1.84,7.36,5.64,1.72
T1333741-3590,2024-06-17,S0030,North,Detroit,Online,LocalCoop,1333741,8,MobilePay,B00081,SKU-B00081-UV4I,Bakery,4,1,20,-1.9,0,Cake Slice,Cinnamon,4,13.65,10.63,0,1,In-store baked,2,210,8,0,10.92,43.68,42.52,1.16
T1386805-3591,2024-09-05,S0089,East,New York,InStore,NationalSupply,1386805,6,Credit,B00137,SKU-B00137-G4PK,Bakery,-3,0,0,14.2,0,Focaccia,Almond,1,10.32,7.27,0,0,In-store baked,6,128,9,0,10.32,30.96,21.81,9.15
T1457900-3592,2024-04-18,S0118,West,Las Vegas,InStore,VendorC,1457900,5,Credit,B00171,SKU-B00171-I2GS,Bakery,5,0,0,6.8,0,Sourdough Loaf,Cheese,1,4.16,2.86,0,1,Vendor baked,1,365,13,1,4.16,20.8,14.3,6.5
T1841042-3593,2024-07-26,S0010,South,Houston,InStore,NationalSupply,1841042,13,Credit,B00066,SKU-B00066-FZXB,Bakery,2,0,0,11.9,0,Brownie,Chocolate,2,1.93,1.23,0,0,In-store baked,3,374,13,1,1.93,3.86,2.46,1.4
T1977244-3594,2024-11-08,S0010,East,Boston,InStore,RegionalFoods,1977244,3,Debit,B00182,SKU-B00182-0AP0,Bakery,2,1,5,13.5,0,Muffin,Pumpkin,6,8.39,6.02,0,0,In-store baked,7,177,6,0,7.97,15.94,12.04,3.9
T1787371-3595,2024-07-24,S0085,West,Las Vegas,Pickup,LocalCoop,1787371,9,Cash,B00078,SKU-B00078-4PHZ,Bakery,4,0,0,30.1,0,Cinnamon Roll,Strawberry,1,11.37,8.35,0,0,In-store baked,2,203,10,0,11.37,45.48,33.4,12.08
T1752828-3596,2024-07-16,S0109,East,Boston,Delivery,VendorB,1752828,6,Credit,B00191,SKU-B00191-DF14,Bakery,3,0,0,11.0,0,Pita,Cheese,8,10.21,5.94,0,0,In-store baked,3,250,11,0,10.21,30.63,17.82,12.81
T1660700-3597,2024-02-06,S0001,South,Houston,Online,LocalCoop,1660700,6,MobilePay,B00111,SKU-B00111-PDJ5,Bakery,4,0,0,3.1,0,Sourdough Loaf,Lemon,1,9.18,6.83,0,0,Vendor baked,4,215,7,0,9.18,36.72,27.32,9.4
T1011800-3598,2024-12-17,S0025,South,Dallas,InStore,NationalSupply,1011800,10,Credit,B00174,SKU-B00174-ZPMB,Bakery,4,0,0,36.2,0,Pita,Lemon,8,10.84,8.61,0,0,In-store baked,3,361,14,0,10.84,43.36,34.44,8.92
T1692819-3599,2024-01-03,S0035,South,Atlanta,InStore,NationalSupply,1692819,6,Credit,B00101,SKU-B00186-F9W7,Bakery,2,0,0,9.6,0,Muffin,Strawberry,12,5.99,4.0,0,0,In-store baked,7,214,4,0,5.99,11.98,8.0,3.98
T1431788-3600,2024-03-14,S0051,South,Atlanta,InStore,LocalCoop,1431788,7,Debit,B00198,SKU-B00198-YSVU,Bakery,2,1,25,4.9,0,Focaccia,Strawberry,4,6.98,3.85,0,0,In-store baked,6,276,9,1,5.24,10.48,7.7,2.78
T1556006-3601,2024-02-27,S0021,East,Pittsburgh,InStore,RegionalFoods,1556006,8,Credit,B00041,SKU-B00041-CKDC,Bakery,4,0,0,-0.7,0,Muffin,Chocolate,12,2.67,1.69,0,0,In-store baked,7,251,15,0,2.67,10.68,6.76,3.92
T1943736-3602,2024-05-25,S0027,South,Atlanta,InStore,NationalSupply,1943736,9,Debit,B00060,SKU-B00060-KN5H,Bakery,2,0,0,11.3,1,Baguette,Vanilla,4,3.41,2.03,0,1,In-store baked,2,228,13,0,3.41,6.82,4.06,2.76
T1678834-3603,2024-08-20,S0019,West,San Diego,Delivery,VendorC,1678834,8,MobilePay,B00068,SKU-B00068-8BRK,Bakery,2,0,0,16.1,0,Sourdough Loaf,Cinnamon,4,3.57,2.13,0,1,In-store baked,3,232,13,0,3.57,7.14,4.26,2.88
T1582521-3604,2024-11-24,S0064,West,Las Vegas,InStore,VendorB,1582521,4,Credit,B00072,SKU-B00072-TXIC,Bakery,4,1,5,5.5,1,Baguette,Almond,1,10.41,7.43,0,0,In-store baked,4,182,15,1,9.89,39.56,29.72,9.84
T1626785-3605,2024-01-07,S0003,West,Los Angeles,Online,VendorA,1626785,7,MobilePay,B00082,SKU-B00082-FUA4,Bakery,3,0,0,9.3,1,Sandwich Bread,Pumpkin,2,9.77,6.36,0,0,Vendor baked,4,273,11,2,9.77,29.31,19.08,10.23
T1350531-3606,2024-03-20,S0095,West,Las Vegas,InStore,NationalSupply,1350531,9,Debit,B00076,SKU-B00076-O4AL,Bakery,5,0,0,14.6,0,Cake Slice,Raspberry,1,11.59,7.45,0,0,Vendor baked,6,292,10,0,11.59,57.95,37.25,20.7
T1520599-3607,2024-08-15,S0085,East,Philadelphia,Pickup,VendorD,1520599,6,Debit,B00016,SKU-B00016-PR71,Bakery,5,1,10,10.9,0,Donut,Almond,1,9.57,6.67,0,0,Vendor baked,2,172,14,1,8.61,43.05,33.35,9.7
T1130985-3608,2024-09-19,S0007,East,Philadelphia,Online,VendorA,1130985,9,Credit,B00196,SKU-B00196-2798,Bakery,1,0,0,25.4,0,Sandwich Bread,Blueberry,1,10.25,6.16,1,0,Vendor baked,7,170,9,1,10.25,10.25,6.16,4.09
T1679854-3609,2024-09-28,S0047,East,Boston,Online,VendorA,1679854,7,Credit,B00175,SKU-B00175-HZB1,Bakery,4,0,0,26.0,1,Croissant,Almond,1,2.86,1.58,0,1,Vendor baked,1,311,10,1,2.86,11.44,6.32,5.12
T1304025-3610,2024-11-04,S0076,East,Boston,InStore,LocalCoop,1304025,8,Credit,B00040,SKU-B00040-C2LS,Bakery,1,1,15,17.2,0,Croissant,Cheese,1,9.05,5.82,0,1,In-store baked,2,174,7,0,7.69,7.69,5.82,1.87
T1294919-3611,2024-01-06,S0047,South,Houston,InStore,VendorD,1294919,9,MobilePay,B00141,SKU-B00141-GM5Y,Bakery,4,0,0,18.7,1,Cupcake,Raspberry,4,10.85,7.41,0,0,Vendor baked,2,246,14,1,10.85,43.4,29.64,13.76
T1257506-3612,2024-07-05,S0100,East,Pittsburgh,InStore,VendorD,1257506,6,Credit,B00133,SKU-B00133-4K11,Bakery,5,0,0,9.7,0,Brioche,Vanilla,1,8.2,6.36,1,0,Vendor baked,4,393,14,0,8.2,41.0,31.8,9.2
T1065734-3613,2024-07-12,S0016,North,Detroit,InStore,NationalSupply,1065734,9,Credit,B00042,SKU-B00042-GHKV,Bakery,2,0,0,-1.1,0,Cake Slice,Plain,12,4.78,3.28,0,0,Vendor baked,5,147,12,0,4.78,9.56,6.56,3.0
T1721668-3614,2024-04-11,S0111,North,Minneapolis,Online,NationalSupply,1721668,6,MobilePay,B00118, SKU-B00118-XJKK ,Bakery,3,0,0,-0.1,0,Muffin,Cheese,12,10.23,5.71,0,0,Vendor baked,4,336,10,0,10.23,30.69,17.13,13.56
T1471981-3615,2024-12-15,S0019,West,Phoenix,InStore,VendorD,1471981,10,Credit,B00125,SKU-B00125-VB8T,Bakery,3,0,0,-4.8,1,Cookies,Lemon,1,6.19,3.9,0,0,In-store baked,7,80,10,0,6.19,18.57,11.7,6.87
T1115468-3616,2024-10-08,S0104,East,Boston,InStore,NationalSupply,1115468,4,GiftCard,B00205,SKU-B00205-CLKY,Bakery,4,1,15,8.6,0,Baguette,Chocolate,12,13.03,10.37,0,1,In-store baked,2,264,10,0,11.08,44.32,41.48,2.84
T1671560-3617,2024-10-16,S0037,East,Pittsburgh,Online,VendorD,1671560,8,Credit,B00157,SKU-B00157-SM98,Bakery,1,0,0,-4.5,0,Cake Slice,Maple,2,9.9,7.72,0,0,Vendor baked,2,447,7,0,9.9,9.9,7.72,2.18
T1949717-3618,2024-11-24,S0077,South,Orlando,InStore,NationalSupply,1949717,6,MobilePay,B00035,SKU-B00085-A7VY,Bakery,2,0,0,-2.0,1,Focaccia,Chocolate,1,7.44,5.29,0,0,Vendor baked,3,60,6,1,7.44,14.88,10.58,4.3
T1864162-3619,2024-10-22,S0077,South,Orlando,InStore,LocalCoop,1864162,7,Credit,B00003,SKU-B00003-11S0,Bakery,4,0,0,-0.4,0,Cake Slice,Cheese,8,5.23,3.17,0,1,In-store baked,3,232,10,0,5.23,20.92,12.68,8.24
T1549483-3620,2024-01-09,S0024,East,Philadelphia,InStore,RegionalFoods,1549483,7,Credit,B00023,SKU-B00023-62TJ,Bakery,2,1,5,15.2,0,Cinnamon Roll,Cinnamon,1,11.0,6.47,0,0,Vendor baked,3,195,9,1,10.45,20.9,12.94,7.96
T1783020-3621,2024-03-08,S0026,South,Orlando,InStore,RegionalFoods,1783020,5,Cash,B00045,SKU-B00045-43EO,Bakery,2,1,5,9.8,0,Focaccia,Plain,1,3.07,1.84,0,0,In-store baked,2,85,11,0,2.92,5.84,3.68,2.16
T1813533-3622,2024-09-13,S0067,North,Chicago,Pickup,VendorB,1813533,13,Credit,B00075,SKU-B00053-3Y8I,Bakery,6,0,0,18.7,0,Baguette,Vanilla,12,2.06,1.63,0,0,In-store baked,5,135,13,2,2.06,12.36,9.78,2.58
T1086740-3623,2024-08-10,S0101,West,Phoenix,InStore,VendorD,1086740,6,Cash,B00033,SKU-B00033-WGEU,Bakery,3,0,0,14.5,1,Sandwich Bread,Lemon,1,4.93,2.97,0,0,In-store baked,3,205,7,0,4.93,14.79,8.91,5.88
T1327242-3624,2024-06-26,S0100,East,Philadelphia,Online,VendorB,1327242,6,Debit,B00172,SKU-B00034-Y8FY,Bakery,3,1,10,20.2,0,Tortilla Pack,Chocolate,4,128.673304195605,7.86,0,0,In-store baked,5,61,11,0,9.17,27.51,23.58,3.93
T1310132-3625,2024-08-22,S0119,South,Charlotte,Online,VendorA,1310132,5,Credit,B00059,SKU-B00059-D3KA,Bakery,4,0,0,9.5,0,Sourdough Loaf,Cinnamon,1,2.86,1.92,0,0,Vendor baked,6,262,8,0,2.86,11.44,7.68,3.76
T1260972-3626,2024-07-30,S0111,South,Dallas,InStore,NationalSupply,1260972,9,Debit,B00145,SKU-B00145-XCWP,Bakery,2,0,0,12.9,0,Cookies,Blueberry,1,7.33,5.24,0,1,Vendor baked,3,131,10,0,7.33,14.66,10.48,4.18
T1306879-3627,2024-08-06,S0104,West,San Diego,Pickup,VendorC,1306879,5,Credit,B00164,SKU-B00164-PC5T,Bakery,2,0,0,25.2,0,Brioche,Strawberry,1,4.54,3.59,0,0,In-store baked,6,90,8,0,4.54,9.08,7.18,1.9
T1227839-3628,2024-11-10,S0082,North,Columbus,Online, LOCALCOOP ,1227839,3,GiftCard,B00148,SKU-B00148-J0RV,Bakery,3,0,0,12.9,1,Baguette,Cinnamon,8,12.66,9.85,0,0,Vendor baked,6,230,9,1,12.66,37.98,29.55,8.43
T1147696-3629,2024-03-05,S0093,South,Orlando,InStore,VendorA,1147696,10,Debit,B00217,SKU-B00144-409A,Bakery,3,0,0,15.1,0,Baguette,Plain,4,6.67,5.32,0,0,In-store baked,4,354,8,0,6.67,20.01,15.96,4.05
T1005862-3630,2024-01-24,S0033,East,New York,InStore,NationalSupply,1005862,5,Cash,B00207,SKU-B00207-526S,Bakery,5,0,0,38.0,0,Pita,Pumpkin,6,1.23,0.91,0,0,Vendor baked,7,345,11,0,1.23,6.15,4.55,1.6
T1612670-3631,2024-12-23,S0003,East,New York,InStore,RegionalFoods,1612670,7,Debit,B00032,SKU-B00032-DJFG,Bakery,3,0,0,18.0,0,Cookies,Strawberry,2,10.64,7.38,0,0,In-store baked,5,484,10,0,10.64,31.92,22.14,9.78
T1105479-3632,2024-02-19,S0076,East,Pittsburgh,InStore,LocalCoop,1105479,10,Credit,B00015,SKU-B00015-786T,Bakery,2,0,0,5.5,0,Sandwich Bread,Cinnamon,4,3.15,2.33,1,0,In-store baked,5,201,12,1,3.15,6.3,4.66,1.64
T1407085-3633,2024-01-04,S0119,West,San Diego,InStore,RegionalFoods,1407085,2,Debit,B00006,SKU-B00213-6YPK,Bakery,2,0,0,6.7,0,Cake Slice,Blueberry,1,11.71,7.35,1,0,Vendor baked,2,299,8,1,11.71,23.42,14.7,8.72
T1624191-3634,2024-07-10,S0014,East,Boston,InStore,NationalSupply,1624191,8,Cash,B00139,SKU-B00139-DD0V,Bakery,2,0,0,21.0,0,Sandwich Bread,Cinnamon,1,9.81,7.0,0,0,Vendor baked,6,390,14,0,9.81,19.62,14.0,5.62
T1730412-3635,2024-01-03,S0010,East,Pittsburgh,Online,VendorC,1730412,14,Debit,B00156,SKU-B00156-54O4,Bakery,4,0,0,3.1,0,Bagel,Chocolate,8,1.94,1.32,0,0,Vendor baked,4,399,10,0,1.94,7.76,5.28,2.48
T1799714-3636,2024-06-22,S0038,North,Milwaukee,Delivery,VendorA,1799714,4,Credit,B00145,SKU-B00145-XCWP,Bakery,2,1,15,18.8,1,Cake Slice,Strawberry,2,5.11,4.03,0,0,In-store baked,7,197,8,0,4.34,8.68,8.06,0.62
T1539293-3637,2024-12-05,S0059,South,Charlotte,InStore,NationalSupply,1539293,9,Debit,B00187,SKU-B00187-NNU1,Bakery,3,1,5,33.1,0,Focaccia,Raspberry,1,1.68,0.99,0,0,In-store baked,7,271,8,0,1.6,4.8,2.97,1.83
T1845860-3638,2024-04-23,S0107,South,Atlanta,InStore,VendorD,1845860,12,Cash,B00059,SKU-B00059-D3KA,Bakery,5,0,0,6.9,0,Cookies,Maple,8,8.66,6.46,0,1,Vendor baked,2,367,13,1,8.66,43.3,32.3,11.0
T1589219-3639,2024-04-21,S0090,West,Phoenix,InStore,RegionalFoods,1589219,3,Debit,B00072,SKU-B00072-TXIC,Bakery,2,0,0,16.6,1,Brioche,Raspberry,8,6.93,4.94,0,0,Vendor baked,2,277,5,0,6.93,13.86,9.88,3.98
T1199171-3640,2024-05-04,S0048,South,Houston,InStore,VendorD,1199171,7,Credit,B00100,SKU-B00100-C317,Bakery,4,0,0,-3.5,1,Baguette,Vanilla,4,9.16,6.8,0,0,Vendor baked,7,396,15,0,9.16,36.64,27.2,9.44
T1969581-3641,2024-02-23,S0037,North,Detroit,Delivery,VendorA,1969581,7,Cash,B00048,SKU-B00048-L3ZB,Bakery,4,1,5,20.5,0,Muffin,Maple,6,6.72,4.47,0,1,In-store baked,3,440,15,0,6.38,25.52,17.88,7.64
T1446311-3642,2024-05-20,S0070,North,Milwaukee,Online,RegionalFoods,1446311,5,Credit,B00176,SKU-B00176-2ZXE,Bakery,4,0,0,4.1,0,Brioche,Strawberry,6,8.89,6.91,0,0,Vendor baked,3,281,14,0,8.89,35.56,27.64,7.92
T1556579-3643,2024-08-13,S0038,East, PITTSBURGH ,InStore,RegionalFoods,1556579,9,Credit,B00139,SKU-B00139-DD0V,Bakery,4,1,30,12.2,0,Cake Slice,Pumpkin,6,10.04,7.27,1,0,In-store baked,2,95,12,1,7.03,28.12,29.08,-0.96
T1470792-3644,2024-04-15,S0020,North,Columbus,InStore,VendorD,1470792,8,MobilePay,B00096,SKU-B00025-R0VY,Bakery,3,1,20,14.2,0,Cupcake,Strawberry,8,5.77,4.18,0,0,In-store baked,2,263,10,0,4.62,13.86,12.54,1.32
T1824043-3645,2024-11-08,S0012,North,Detroit,Online,VendorC,1824043,8,Credit,B00106,SKU-B00106-6WA4,Bakery,1,0,0,19.9,0,Pita,Blueberry,6,5.61,3.7,0,0,In-store baked,3,316,11,2,5.61,5.61,3.7,1.91
T1036658-3646,2024-04-02,S0096,East,Baltimore,InStore,NationalSupply,1036658,10,MobilePay,B00058,SKU-B00058-9RCF,Bakery,2,0,0,14.8,0,Brownie,Pumpkin,4,7.97,4.58,0,0,In-store baked,7,141,9,0,7.97,15.94,9.16,6.78
T1051453-3647,2024-03-15,S0016,East,New York,InStore,VendorA,1051453,9,Credit,B00120,SKU-B00120-38F2,Bakery,1,0,0,-1.4,0,Sandwich Bread,Cinnamon,1,10.12,6.26,0,0,Vendor baked,4,180,6,0,10.12,10.12,6.26,3.86
T1280620-3648,2024-07-31,S0050,East,Philadelphia,Online,RegionalFoods,1280620,3,Debit,B00004,SKU-B00004-U8HC,Bakery,3,0,0,18.5,0,Sourdough Loaf,Pumpkin,12,12.41,8.83,0,0,In-store baked,6,266,14,1,12.41,37.23,26.49,10.74
T1540794-3649,2024-12-14,S0065,North,Detroit,InStore,VendorD,1540794,4,Cash,B00042,SKU-B00042-GHKV,Bakery,3,1,5,2.3,1,Focaccia,Lemon,2,5.57,3.37,0,0,In-store baked,6,336,6,0,5.29,15.87,10.11,5.76
T1153726-3650,2024-07-13,S0048,North,Chicago,Delivery,VendorB,1153726,8,Debit,B00139,SKU-B00139-DD0V,Bakery,3,1,25,4.0,1,Brioche,Plain,2,3.18,1.96,0,0,Vendor baked,3,191,8,0,2.39,7.17,5.88,1.29
T1705300-3651,2024-08-18,S0011,South,Orlando,InStore,VendorD,1705300,9,MobilePay,B00181,SKU-B00181-4Q7S,Bakery,4,0,0,9.8,1,Sandwich Bread,Maple,1,7.47,5.6,0,0,In-store baked,6,228,8,0,7.47,29.88,22.4,7.48
T1397207-3652,2024-12-08,S0056,South,Atlanta,Delivery,LocalCoop,1397207,11,Credit,B00179,SKU-B00179-BOK6,Bakery,4,1,5,33.9,1,Cupcake,Cheese,6,9.75,7.17,0,0,Vendor baked,4,311,9,0,9.26,37.04,28.68,8.36
T1828495-3653,2024-07-01,S0071,South,Dallas,Online,VendorC,1828495,7,Debit,B00168,SKU-B00168-3ZN0,Bakery,2,0,0,-6.4,0,Sandwich Bread,Chocolate,4,1.87,1.11,0,1,In-store baked,1,343,9,1,1.87,3.74,2.22,1.52
T1630570-3654,2024-01-02,S0029,South,Charlotte,InStore,LocalCoop,1630570,9,MobilePay,B00008,SKU-B00008-WSD2,Bakery,3,0,0,-18.1,0,Cupcake,Lemon,8,1.21,0.86,0,0,In-store baked,4,245,8,0,1.21,3.63,2.58,1.05
T1998019-3655,2024-09-25,S0003,North,Columbus,Delivery, VENDORD ,1998019,9,GiftCard,B00078,SKU-B00078-4PHZ,Bakery,6,0,0,27.8,0,Cake Slice,Vanilla,6,10.37,7.42,0,0,In-store baked,7,252,12,1,10.37,62.22,44.52,17.7
T1324610-3656,2024-04-15,S0057,North,Chicago,Online,VendorA,1324610,6,Credit,B00087,SKU-B00087-G8CI,Bakery,2,1,10,12.2,0,Baguette,Lemon,6,9.18,7.05,0,0,In-store baked,3,157,17,0,8.26,16.52,14.1,2.42
T1567609-3657,2024-12-31,S0015,West,Los Angeles,InStore,VendorB,1567609,6,MobilePay,B00117,SKU-B00117-N3BP,Bakery,3,1,20,11.2,0,Pita,Pumpkin,1,5.87,4.06,0,0,In-store baked,4,349,8,0,4.7,14.1,12.18,1.92
T1119110-3658,2024-04-14,S0084,South,Houston,InStore,NationalSupply,1119110,8,MobilePay,B00099,SKU-B00099-O3OU,Bakery,1,0,0,22.0,1,Cookies,Vanilla,1,8.83,5.36,0,0,In-store baked,7,255,8,0,8.83,8.83,5.36,3.47
T1184704-3659,2024-11-20,S0093,East,Baltimore,Online,RegionalFoods,1184704,6,Debit,B00018,SKU-B00018-M83Y,Bakery,2,0,0,5.9,0,Focaccia,Strawberry,1,5.59,3.97,0,0,Vendor baked,7,354,12,0,5.59,11.18,7.94,3.24
T1019771-3660,2024-09-01,S0108,North,Chicago,Delivery,VendorD,1019771,4,Credit,B00132,SKU-B00132-8YAL,Bakery,3,0,0,4.7,1,Cinnamon Roll,Lemon,1,5.12,3.14,0,0,Vendor baked,5,373,6,1,5.12,15.36,9.42,5.94
T1557223-3661,2024-02-17,S0051,North,Chicago,InStore,NationalSupply,1557223,9,Credit,B00205,SKU-B00205-CLKY,Bakery,3,1,20,8.3,1,Sourdough Loaf,Almond,1,9.81,6.82,1,1,In-store baked,3,266,5,1,7.85,23.55,20.46,3.09
T1407932-3662,2024-07-08,S0026,South,Charlotte,InStore,RegionalFoods,1407932,8,Credit,B00218,SKU-B00218-D9E9,Bakery,1,0,0,8.0,0,Baguette,Lemon,2,6.53,5.1,0,0,Vendor baked,4,227,5,0,6.53,6.53,5.1,1.43
T1431424-3663,2024-03-03,S0120,North,Chicago,InStore,VendorD,1431424,9,Debit,B00010,SKU-B00010-BC3X,Bakery,2,1,10,11.1,1,Croissant,Lemon,8,11.03,8.74,0,0,In-store baked,7,86,8,0,9.93,19.86,17.48,2.38
T1492515-3664,2024-10-30,S0080,South,Dallas,InStore,VendorC,1492515,6,Debit,B00143,SKU-B00143-QDR5,Bakery,1,1,10,18.3,0,Brioche,Maple,1,8.68,6.75,0,1,In-store baked,1,148,14,1,7.81,7.81,6.75,1.06
T1837987-3665,2024-06-21,S0075,East,Baltimore,InStore,LocalCoop,1837987,6,Credit,B00101,SKU-B00186-F9W7,Bakery,2,0,0,18.7,0,Sourdough Loaf,Cheese,1,6.02,4.67,0,0,Vendor baked,6,318,9,0,6.02,12.04,9.34,2.7
T1075437-3666,2024-05-29,S0045,West,Los Angeles,InStore,VendorA,1075437,7,Credit,B00104,SKU-B00104-CR43,Bakery,1,1,5,18.2,0,Pita,Pumpkin,8,10.52,7.41,0,0,In-store baked,7,350,3,0,9.99,9.99,7.41,2.58
T1915855-3667,2024-11-18,S0108,West,San Diego,InStore,LocalCoop,1915855,7,Debit,B00177,SKU-B00177-40U6,Bakery,5,0,0,14.8,0,Donut,Pumpkin,1,6.46,4.93,0,0,In-store baked,5,337,13,1,6.46,32.3,24.65,7.65
T1798207-3668,2024-09-02,S0058,South,Atlanta,Online,LocalCoop,1798207,10,Debit,B00032,SKU-B00032-DJFG,Bakery,6,0,0,19.2,0,Cookies,Cinnamon,1,13.08,7.67,0,0,Vendor baked,4,272,14,0,13.08,78.48,46.02,32.46
T1265237-3669,2024-12-25,S0104,South,Charlotte,Pickup,NationalSupply,1265237,8,MobilePay,B00124,SKU-B00124-PSFX,Bakery,2,1,20,8.7,0,Donut,Maple,2,3.33,2.3,0,1,In-store baked,2,434,8,1,2.66,5.32,4.6,0.72
T1784477-3670,2024-09-16,S0100,North,Columbus,Pickup,NationalSupply,1784477,6,Credit,B00212,SKU-B00212-1P1U,Bakery,4,1,20,14.8,0,Focaccia,Plain,4,7.37,5.35,0,0,In-store baked,4,369,17,0,5.9,23.6,21.4,2.2
T1759301-3671,2024-06-10,S0100,South,Orlando,Online,VendorA,1759301,9,MobilePay,B00121,SKU-B00121-MCLV,Bakery,3,0,0,16.1,0,Baguette,Almond,6,1.67,0.98,0,0,In-store baked,5,342,10,1,1.67,5.01,2.94,2.07
T1794672-3672,2024-12-23,S0045,South,Atlanta,InStore,RegionalFoods,1794672,4,MobilePay,B00136,SKU-B00136-GJA6,Bakery,2,1,15,7.6,0,Tortilla Pack,Raspberry,1,8.04,5.21,0,0,Vendor baked,3,201,9,0,6.83,13.66,10.42,3.24
T1972417-3673,2024-08-16,S0097,South,Dallas,InStore,VendorB,1972417,4,MobilePay,B00058,SKU-B00058-9RCF,Bakery,4,0,0,6.5,0,Cake Slice,Maple,6,4.28,3.31,0,0,Vendor baked,6,223,10,0,4.28,17.12,13.24,3.88
T1133295-3674,2024-02-17,S0101,South,Dallas,InStore,LocalCoop,1133295,8,Credit,B00062,SKU-B00062-18Q0,Bakery,5,1,5,12.0,1,Cookies,Plain,12,4.98,2.75,0,1,In-store baked,2,79,15,0,4.73,23.65,13.75,9.9
