customer_id,age,gender,income,account_balance,credit_score,loan_amount,loan_duration,interest_rate,employment_status,education_level,marital_status,num_of_dependents,housing_status,years_with_bank,num_of_products,has_credit_card,has_personal_loan,has_mortgage,num_of_transactions,satisfaction_score
231,45,Female,118833,77256,606,36571,15,10.11,Employed,High School,Widowed,3,Mortgage,22,6,1,0,1,143,7.63
232,40,Female,146503,34937,756,16561,3,2.82,Unemployed,Bachelor,Widowed,4,Rent,26,2,1,1,1,230,9.33
233,54,Female,149044,2651,459,29310,19,6.22,Employed,Bachelor,Widowed,4,Rent,42,9,0,0,1,142,5.02
234,49,Male,104878,51288,630,48466,10,10.75,Unemployed,PhD,Married,4,Rent,12,2,0,1,0,62,2.56
235,50,Male,77056,85730,524,23300,28,6.38,Self-Employed,High School,Married,1,Rent,40,3,1,0,0,71,1.43
236,18,Male,47490,26051,803,43923,29,4.33,Self-Employed,High School,Divorced,2,Rent,19,2,1,0,0,32,3.22
237,36,Male,147769,28386,755,42192,15,5.66,Employed,High School,Divorced,1,Own,47,9,1,1,1,53,2.29
238,19,Female,39975,76054,344,10440,3,7.95,Unemployed,High School,Single,4,Own,1,1,1,0,1,55,6.02
239,61,Male,46723,17184,513,4424,6,8.18,Employed,PhD,Single,2,Rent,3,5,0,0,0,156,2.66
240,43,Male,43279,34787,358,28554,12,12.18,Unemployed,Master,Divorced,2,Own,27,1,1,0,0,225,1.35
241,49,Female,98301,22621,494,10283,15,11.75,Unemployed,High School,Married,4,Mortgage,18,5,1,1,1,56,1.32
242,23,Male,132214,76564,788,37753,6,7.94,Unemployed,PhD,Divorced,2,Mortgage,30,8,0,0,1,33,8.48
243,49,Male,31561,78984,456,45897,13,12.99,Self-Employed,Master,Single,2,Mortgage,2,8,1,1,1,154,6.32
244,21,Male,127435,60792,525,13733,29,3.49,Unemployed,Master,Married,1,Rent,5,8,0,0,0,98,4.22
245,28,Male,86061,46253,711,46169,19,5.32,Self-Employed,PhD,Married,2,Rent,29,2,1,1,1,183,9.05
246,34,Male,108397,35051,504,24984,3,12.76,Unemployed,High School,Single,4,Own,33,8,1,0,1,73,1.63
247,55,Male,69153,50811,378,25568,8,6.91,Self-Employed,Master,Divorced,0,Own,42,5,0,0,0,128,9.82
248,41,Female,53142,31447,423,691,8,14.76,Self-Employed,High School,Widowed,0,Own,20,1,1,1,0,232,6.55
249,22,Female,46916,84930,770,25574,23,8.06,Self-Employed,High School,Divorced,0,Mortgage,30,7,0,0,0,165,2.65
250,69,Male,84324,31254,517,5417,26,12.3,Employed,Bachelor,Divorced,4,Mortgage,42,6,0,1,1,187,7.11
251,51,Male,64965,85045,815,39099,20,7.23,Unemployed,High School,Single,0,Mortgage,5,5,0,0,0,65,7.87
252,23,Female,145932,58418,403,26332,15,7.52,Employed,Bachelor,Married,1,Mortgage,21,1,1,1,0,68,4.86
253,39,Male,24648,15472,692,43428,4,6.98,Unemployed,Master,Single,4,Own,15,1,1,0,1,229,8.75
254,28,Male,55133,4471,733,21206,19,11.35,Unemployed,PhD,Divorced,4,Rent,20,6,0,1,1,194,2.36
255,65,Male,70677,96804,630,14182,21,9.12,Employed,Bachelor,Widowed,4,Rent,8,7,1,0,0,56,3.51
256,33,Female,116059,9329,442,27262,3,14.27,Self-Employed,PhD,Widowed,2,Mortgage,49,1,1,1,1,111,1.84
257,50,Male,114588,35865,839,23883,13,5.26,Unemployed,Master,Widowed,2,Rent,31,9,1,1,0,53,2.9
258,26,Female,119950,47850,577,28296,8,3.31,Self-Employed,High School,Single,2,Rent,12,4,0,0,1,24,3.15
259,23,Male,118317,55220,532,24166,23,7.11,Employed,Master,Married,3,Rent,21,5,0,1,1,245,9.26
260,33,Female,90135,94808,828,26162,16,10.02,Self-Employed,PhD,Single,1,Mortgage,30,2,1,1,0,60,1.7
261,46,Female,55046,7397,389,45659,13,13.19,Unemployed,Master,Widowed,4,Own,27,8,0,0,0,43,4.85
262,20,Male,67064,98909,791,35142,3,6.5,Unemployed,High School,Divorced,4,Own,44,2,1,0,0,133,5.79
263,37,Female,121459,36525,498,42330,16,10.5,Unemployed,Master,Married,2,Rent,26,3,1,0,1,86,9.09
264,53,Male,126625,54072,661,38031,9,6.55,Employed,High School,Single,4,Own,33,9,1,0,0,132,9.98
265,36,Female,89350,91106,740,10734,28,10.02,Unemployed,Bachelor,Single,4,Own,26,2,0,0,1,214,7.78
266,43,Male,65893,84820,325,9721,14,13.5,Employed,PhD,Married,0,Mortgage,26,6,0,0,1,237,9.74
267,20,Male,121520,85530,324,11910,13,5.01,Self-Employed,High School,Married,4,Mortgage,36,4,1,1,0,79,8.08
268,36,Female,145818,24284,693,15019,21,7.26,Unemployed,High School,Divorced,3,Rent,40,7,0,1,1,239,9.67
269,37,Male,81272,62330,806,1551,25,14.91,Unemployed,Master,Married,2,Rent,1,6,1,1,1,30,7.37
270,49,Male,112152,84369,600,45493,7,13.29,Unemployed,Bachelor,Divorced,1,Rent,15,9,0,0,0,117,1.72
271,24,Female,142907,26122,638,10265,15,9.34,Self-Employed,High School,Widowed,1,Mortgage,1,9,0,0,1,250,4.62
272,69,Male,87649,71553,566,11882,7,8.72,Unemployed,Bachelor,Widowed,0,Own,11,4,0,1,1,260,6.82
273,58,Male,84674,82906,760,13080,6,5.7,Employed,Bachelor,Single,1,Mortgage,2,1,1,1,0,144,4.16
274,50,Female,144132,95788,755,32823,2,8.72,Self-Employed,Master,Widowed,1,Mortgage,1,2,1,0,0,99,3.46
275,57,Female,139044,63812,659,45257,9,13.03,Self-Employed,High School,Widowed,2,Own,31,8,1,1,1,88,6.2
276,56,Male,128542,8999,367,12439,22,10.91,Self-Employed,Master,Divorced,2,Own,44,8,0,0,1,186,9.4
277,35,Male,33760,23436,711,30464,24,5.77,Self-Employed,PhD,Single,3,Rent,16,2,1,0,1,111,1.31
278,57,Female,41927,43963,790,807,17,4.62,Self-Employed,PhD,Married,0,Own,22,4,1,1,1,121,7.92
279,18,Female,106475,3096,348,3859,5,5.45,Employed,High School,Single,1,Own,42,1,1,0,0,190,7.5
280,28,Male,81367,26279,401,30148,12,4.21,Self-Employed,Bachelor,Widowed,3,Own,18,7,1,0,1,113,9.68
281,45,Female,117955,27201,515,36444,1,3.24,Unemployed,High School,Married,0,Own,47,4,0,0,1,25,9.38
282,42,Male,32588,20715,737,34519,10,7.45,Self-Employed,High School,Single,1,Rent,17,8,0,0,1,105,7.86
283,67,Male,141750,30309,458,38634,11,3.47,Self-Employed,PhD,Single,1,Rent,30,9,1,1,1,155,5.68
284,40,Male,121678,16078,788,27823,16,4.23,Self-Employed,PhD,Single,2,Own,10,9,0,0,0,11,2.84
285,48,Male,124734,57614,541,6726,14,9.12,Self-Employed,Bachelor,Single,4,Own,35,3,0,0,1,128,5.91
286,47,Male,138154,6105,304,22189,8,4.14,Self-Employed,Bachelor,Divorced,0,Rent,21,5,0,1,0,103,7.89
287,59,Female,72233,95848,660,31471,24,2.83,Employed,High School,Single,1,Rent,16,6,0,0,0,200,9.06
288,52,Female,64738,3839,758,26454,17,6.13,Employed,Master,Widowed,0,Own,6,6,0,0,0,12,8.11
289,24,Female,53397,69920,547,24923,25,4.86,Self-Employed,High School,Widowed,3,Mortgage,3,8,1,1,0,120,2.76
290,33,Female,102189,44619,721,30891,18,8.7,Employed,Bachelor,Divorced,3,Rent,41,6,0,1,0,186,6.4
291,43,Male,96367,43821,314,14830,12,3.33,Unemployed,Master,Married,4,Rent,43,6,1,0,1,266,3.99
292,65,Male,144873,14493,421,5391,25,11.77,Self-Employed,PhD,Married,1,Rent,21,4,1,0,0,31,1.08
293,69,Male,91260,18069,576,5492,17,13.78,Unemployed,Bachelor,Widowed,2,Own,13,7,1,1,0,229,2.8
294,66,Male,140585,8531,752,2461,28,11.66,Unemployed,Bachelor,Widowed,1,Own,18,8,0,0,0,182,2.02
295,19,Female,96619,38051,689,12997,26,8.93,Self-Employed,Master,Divorced,0,Rent,24,3,0,0,1,233,8.58
296,18,Male,131453,8736,593,33051,14,13.19,Unemployed,Bachelor,Married,3,Own,27,7,0,0,0,74,3.33
297,65,Male,39816,8710,745,11348,16,11.03,Unemployed,Bachelor,Married,0,Own,4,3,0,1,1,286,3.56
298,29,Female,62240,68155,509,13755,14,2.14,Unemployed,Bachelor,Single,4,Rent,22,8,1,0,0,258,9.64
299,22,Female,26276,14975,601,5067,9,7.12,Self-Employed,Bachelor,Single,3,Own,24,1,1,1,0,269,4.41
300,54,Female,133939,63424,522,49347,4,13.06,Self-Employed,Bachelor,Single,2,Mortgage,40,1,1,1,1,140,1.09
301,49,Female,124199,46603,302,39781,25,6.5,Unemployed,Bachelor,Divorced,3,Own,45,6,0,1,1,122,3.55
302,26,Male,99530,24252,817,48503,23,2.46,Self-Employed,Bachelor,Widowed,1,Own,10,9,1,1,1,295,2.07
303,58,Male,43499,81797,392,20889,11,11.7,Self-Employed,Bachelor,Divorced,1,Rent,2,4,1,0,0,296,1.93
304,52,Female,108576,2431,819,45023,6,12.43,Unemployed,PhD,Married,3,Rent,40,6,1,1,1,220,1.7
305,36,Male,128856,75603,727,44419,15,4.09,Self-Employed,Bachelor,Widowed,4,Mortgage,6,5,0,0,1,29,6.34
306,65,Male,102495,38481,792,17067,5,8.99,Employed,PhD,Single,1,Own,48,1,1,1,1,224,2.7
307,33,Male,141717,93573,534,3858,11,4.5,Self-Employed,PhD,Divorced,1,Mortgage,18,6,1,1,1,260,4.25
308,20,Female,91635,10557,460,23499,25,11.35,Employed,High School,Divorced,2,Mortgage,17,9,0,0,1,280,8.76
309,37,Male,127803,75971,630,42858,18,5.53,Unemployed,High School,Single,3,Rent,38,3,1,1,0,189,4.82
310,41,Female,105112,1162,632,11488,13,6.11,Self-Employed,PhD,Divorced,1,Own,45,3,0,1,1,203,9.24
311,50,Male,55946,35742,349,40946,11,12.98,Unemployed,PhD,Single,4,Rent,23,2,1,0,0,88,5.48
312,41,Male,75204,20675,822,32021,14,8.19,Unemployed,Bachelor,Married,0,Mortgage,46,4,0,1,1,189,4.59
313,69,Male,71886,74997,791,6198,28,10.71,Unemployed,High School,Widowed,3,Mortgage,30,3,0,1,1,172,7.75
314,28,Female,91652,18015,571,1773,18,7.23,Unemployed,Master,Married,2,Rent,21,2,0,1,0,211,1.66
315,66,Male,35563,51057,551,28043,27,5.87,Unemployed,High School,Married,1,Rent,10,1,1,0,0,23,1.81
316,25,Female,112324,33591,389,31849,28,10.13,Self-Employed,PhD,Single,4,Rent,43,3,1,1,0,255,6.87
317,53,Female,112464,94583,745,11741,25,4.01,Employed,PhD,Divorced,3,Rent,13,6,0,0,0,23,5.38
318,55,Female,121872,10833,631,9997,28,6.85,Self-Employed,Bachelor,Married,4,Rent,12,9,0,0,1,108,8.11
319,57,Male,29847,8896,438,42375,19,4.72,Self-Employed,Bachelor,Married,4,Mortgage,9,5,0,0,0,42,9.25
320,37,Male,46155,33972,656,33203,24,11.05,Self-Employed,High School,Married,2,Rent,4,3,0,1,1,266,4.5
321,52,Male,99671,50733,573,44541,27,14.27,Self-Employed,Bachelor,Divorced,3,Own,39,5,0,1,1,43,6.37
322,65,Male,136891,42800,318,32454,15,14.94,Employed,Master,Divorced,1,Mortgage,24,5,0,1,1,28,5.51
323,42,Female,103310,97044,610,8502,9,7.85,Self-Employed,Master,Single,2,Mortgage,34,5,0,1,0,161,9.83
324,52,Female,87278,6347,453,4747,8,5.28,Unemployed,Bachelor,Married,1,Own,39,7,0,0,0,269,8.48
325,42,Female,38309,60063,689,42488,20,7.76,Self-Employed,Master,Widowed,0,Own,41,5,0,0,0,173,9.21
326,46,Male,20619,96850,559,22198,28,13.01,Self-Employed,Master,Divorced,4,Mortgage,5,7,0,1,1,86,3.29
327,35,Female,103194,3643,424,20238,1,4.68,Employed,High School,Single,0,Rent,15,9,0,1,0,146,7.95
328,63,Male,70108,41785,653,11203,4,14.38,Employed,Master,Married,4,Mortgage,4,5,0,0,0,217,3.39
329,35,Female,54707,19681,572,48740,14,6.44,Unemployed,PhD,Widowed,2,Mortgage,39,2,1,1,1,251,2.88
330,19,Male,40337,51026,544,49922,25,14.82,Self-Employed,PhD,Divorced,1,Own,8,5,0,1,0,76,9.5
331,52,Male,145261,16892,749,18070,2,12.9,Self-Employed,High School,Widowed,1,Mortgage,49,8,1,1,1,125,1.17
332,33,Female,101537,48299,546,12892,16,12.51,Self-Employed,Bachelor,Divorced,2,Rent,45,4,1,1,0,211,9.69
333,58,Female,86504,18073,819,45224,3,6.13,Unemployed,High School,Single,3,Own,24,2,1,1,0,259,2.34
334,53,Female,67614,31682,440,32799,26,2.11,Employed,Bachelor,Widowed,0,Mortgage,28,3,0,1,0,287,8.37
335,50,Female,111428,98798,661,16141,8,6.97,Unemployed,Bachelor,Married,0,Mortgage,43,9,1,0,0,121,3.48
336,21,Male,111155,97894,307,14498,6,5.92,Self-Employed,Bachelor,Married,1,Rent,27,9,0,0,0,243,4.16
337,50,Female,20281,15289,777,6805,16,2.49,Employed,Bachelor,Divorced,1,Mortgage,1,8,1,0,1,185,2.95
338,31,Female,47420,8927,651,33226,24,8.57,Employed,Bachelor,Married,1,Mortgage,34,8,0,0,0,152,6.27
339,38,Female,100896,49330,794,19282,16,7.24,Unemployed,High School,Widowed,2,Mortgage,17,8,0,1,0,41,4.13
340,65,Male,59030,67707,726,13221,7,10.25,Employed,Bachelor,Single,3,Mortgage,37,8,1,1,0,190,6.92
341,37,Male,21058,78454,338,40263,13,10.08,Employed,Master,Divorced,0,Rent,38,8,1,0,0,76,1.14
342,25,Female,106213,66428,486,12927,13,3.57,Self-Employed,Master,Widowed,4,Mortgage,26,1,0,0,0,13,1.58
343,24,Male,96260,51601,392,47050,5,14.7,Self-Employed,Bachelor,Divorced,2,Mortgage,24,6,1,0,0,295,1.9
344,20,Female,48404,78465,385,21066,25,4.43,Employed,Master,Single,0,Mortgage,39,9,0,0,0,278,4.77
345,34,Male,123482,3539,343,2730,20,7.79,Employed,PhD,Divorced,3,Own,21,8,0,0,1,245,8.33
346,50,Male,125284,23669,436,7011,22,8.35,Unemployed,High School,Married,2,Rent,30,3,0,1,1,286,8.99
347,65,Male,49856,71968,720,49780,18,12.57,Unemployed,High School,Married,0,Own,47,1,1,1,0,50,3.2
348,29,Male,29200,21644,373,42729,15,3.29,Employed,Bachelor,Divorced,2,Own,48,2,0,0,1,130,6.17
349,68,Female,84178,19745,847,26677,18,7.57,Self-Employed,Bachelor,Single,0,Rent,13,2,0,0,0,284,7.92
350,39,Female,53997,29228,811,5265,2,10.17,Employed,PhD,Single,0,Own,37,7,0,1,1,240,3.6
351,39,Female,45611,35521,455,20854,10,4.8,Employed,Bachelor,Married,3,Own,3,6,0,1,0,95,4.68
352,63,Male,139273,98239,554,24429,23,10.16,Self-Employed,Master,Single,4,Own,32,2,1,1,0,72,5.72
353,47,Female,61235,27928,470,29320,13,14.01,Self-Employed,PhD,Divorced,3,Rent,35,8,1,0,1,201,2.21
354,55,Female,137428,19322,469,46540,18,14.97,Unemployed,Master,Widowed,0,Mortgage,19,9,1,1,0,40,1.23
355,55,Female,55057,58714,621,30023,15,2.42,Unemployed,High School,Divorced,2,Rent,14,7,1,0,1,155,2.38
356,62,Male,21239,88896,755,6052,12,5.06,Unemployed,Master,Married,3,Rent,48,4,0,0,0,116,6.64
357,68,Male,123674,63292,454,1127,15,6.03,Unemployed,High School,Married,4,Rent,22,1,0,1,0,119,1.66
358,25,Male,134474,30055,648,12489,13,7.19,Self-Employed,Master,Married,0,Own,17,4,0,1,0,285,2.71
359,44,Female,85661,43891,750,14280,18,5.15,Employed,High School,Single,3,Mortgage,4,4,0,1,0,219,4.04
360,44,Female,146945,82912,472,7089,15,4.65,Unemployed,Bachelor,Divorced,3,Rent,45,8,0,0,1,148,1.7
361,51,Female,65272,7588,309,35312,25,14.41,Unemployed,Master,Widowed,3,Rent,40,4,0,1,0,95,2.73
362,38,Male,109393,91536,564,28628,23,13.94,Self-Employed,High School,Divorced,3,Mortgage,19,4,1,1,1,53,9.2
363,47,Male,81212,7304,737,46439,11,2.61,Self-Employed,Master,Widowed,2,Mortgage,37,2,0,0,1,91,1.17
364,50,Female,144088,8345,546,39152,19,6.4,Employed,PhD,Divorced,4,Mortgage,2,7,0,1,0,73,6.88
365,45,Male,35398,30300,845,28290,3,7.27,Employed,Bachelor,Married,4,Own,15,4,0,1,0,64,4.46
366,64,Male,140030,25259,798,41453,7,5.11,Self-Employed,High School,Widowed,0,Mortgage,2,6,1,0,1,83,7.05
367,50,Male,76503,92006,428,749,21,10.18,Unemployed,PhD,Divorced,1,Own,11,3,0,0,1,138,6.3
368,22,Male,26638,89553,626,19809,26,10.32,Unemployed,Master,Single,2,Rent,45,7,0,0,0,265,3.01
369,65,Female,26570,16352,703,26401,14,13.06,Unemployed,PhD,Single,0,Own,23,6,0,0,1,240,8.62
370,36,Male,88785,34365,658,24076,14,11.63,Employed,Master,Divorced,0,Mortgage,10,3,1,0,1,146,5.43
371,21,Male,29110,20446,316,32008,22,9.05,Unemployed,Bachelor,Married,3,Own,3,4,0,1,1,121,8.4
372,52,Male,125899,3336,573,9675,13,10.5,Unemployed,PhD,Widowed,1,Mortgage,5,5,0,1,0,155,4.65
373,66,Male,99141,63032,415,25964,12,5.56,Self-Employed,Bachelor,Divorced,1,Own,3,9,1,0,1,42,9.86
374,34,Female,32115,76415,390,16760,24,9.71,Unemployed,High School,Single,2,Rent,38,6,0,1,1,269,7.93
375,61,Female,59062,98852,381,35940,9,8.36,Self-Employed,Master,Widowed,1,Own,13,4,1,1,1,96,9.69
376,45,Male,42911,99876,623,30046,1,3.73,Unemployed,Master,Single,0,Rent,42,7,0,0,1,274,5.63
377,47,Male,124061,8521,413,40547,19,5.15,Employed,Bachelor,Single,1,Mortgage,19,2,1,0,0,39,5.26
378,46,Male,52556,72707,357,41930,11,5.79,Unemployed,Bachelor,Divorced,1,Rent,40,4,0,0,0,241,7.8
379,63,Male,98131,24481,453,2487,23,14.02,Unemployed,High School,Single,4,Mortgage,35,5,0,1,1,85,8.92
380,23,Male,148335,19474,703,49742,22,5,Self-Employed,PhD,Widowed,0,Mortgage,24,4,1,0,1,138,9.68
381,52,Male,21969,47760,565,25605,23,5.76,Self-Employed,Master,Married,1,Rent,24,4,0,1,1,280,3.92
382,58,Female,63753,56718,614,13448,24,6.8,Self-Employed,Master,Divorced,1,Rent,17,9,0,1,0,98,8.19
383,54,Male,102811,45629,340,13526,22,10.63,Unemployed,High School,Widowed,3,Own,40,2,1,1,0,179,2.9
384,41,Female,24470,46232,404,3273,19,3.54,Unemployed,High School,Divorced,1,Own,10,6,0,1,1,137,5.91
385,46,Female,141863,87544,492,46427,18,14.4,Employed,Bachelor,Single,1,Rent,2,8,1,0,1,183,2.62
386,66,Male,30225,68169,700,10378,12,13.25,Unemployed,Bachelor,Single,4,Rent,44,8,0,1,0,35,4.13
387,63,Female,127860,51669,577,43446,23,9.5,Employed,PhD,Widowed,0,Rent,23,7,1,0,1,70,9.38
388,48,Female,143008,79021,653,10877,28,10.76,Self-Employed,High School,Widowed,2,Rent,6,4,0,1,1,76,2.31
389,52,Female,127510,70184,555,7847,28,2.22,Self-Employed,PhD,Married,0,Mortgage,2,7,0,0,0,35,6.69
390,50,Female,128295,48945,398,34276,28,6.41,Self-Employed,High School,Widowed,3,Rent,21,6,1,0,0,92,6.34
391,69,Female,43196,14140,581,4283,27,12.34,Employed,Master,Widowed,0,Rent,35,6,0,0,0,69,2.09
392,38,Female,125823,84457,702,4798,1,3.01,Unemployed,High School,Divorced,1,Rent,49,2,1,1,0,48,3.93
393,49,Male,33669,15357,408,5168,19,5.67,Self-Employed,High School,Single,3,Rent,29,8,1,1,0,132,6.07
394,40,Female,57380,69673,498,21171,28,9.61,Unemployed,Master,Widowed,0,Mortgage,7,8,1,1,1,286,2.68
395,50,Female,144398,66633,602,35320,27,5.33,Unemployed,High School,Married,3,Own,29,7,0,0,0,291,8.21
396,20,Female,130677,77943,626,34984,20,14.14,Self-Employed,PhD,Widowed,2,Own,37,9,0,1,0,200,9.75
397,35,Male,135886,97111,453,33578,29,3.7,Employed,Bachelor,Single,0,Own,23,8,0,1,0,161,2.93
398,42,Female,146753,79258,704,47659,17,12.37,Unemployed,Bachelor,Widowed,1,Own,33,9,1,1,0,242,2.68
399,59,Male,68320,13924,761,21422,5,8.6,Self-Employed,PhD,Divorced,3,Own,8,9,1,0,0,155,5.09
400,48,Female,67414,70286,431,34528,26,11.75,Unemployed,Master,Single,4,Mortgage,12,6,1,1,0,280,7.73
401,20,Male,123542,94269,383,46425,3,6.04,Unemployed,High School,Widowed,3,Own,46,2,0,1,1,143,3.53
402,57,Male,35577,75071,698,20816,2,8.69,Unemployed,PhD,Divorced,4,Mortgage,48,7,1,0,0,180,1.18
403,63,Female,145354,58326,408,11960,3,13.14,Unemployed,Bachelor,Single,1,Mortgage,10,3,0,0,1,37,5.87
404,41,Female,108009,91023,520,17468,8,8.07,Unemployed,Bachelor,Widowed,2,Own,15,7,0,0,1,145,9.61
405,67,Male,146365,31651,667,30766,16,6.68,Employed,PhD,Divorced,4,Own,24,9,0,0,0,250,4.52
406,49,Female,75409,71202,446,30709,6,8.97,Employed,Bachelor,Married,2,Own,26,2,0,0,0,237,4.78
407,64,Male,48625,49777,411,24500,13,11.33,Self-Employed,PhD,Divorced,3,Rent,47,6,0,0,1,296,9.72
408,39,Male,101040,17994,793,14511,23,7.77,Employed,Bachelor,Married,1,Mortgage,42,6,0,1,1,43,7.25
409,40,Male,44089,68263,804,3366,28,14.21,Employed,PhD,Widowed,4,Own,39,9,0,1,1,11,7.47
410,19,Male,56487,60634,774,47633,22,5.83,Employed,High School,Divorced,3,Rent,3,9,0,0,0,204,6.06
411,44,Male,85838,11800,570,6398,22,8.18,Unemployed,High School,Married,0,Mortgage,2,5,1,1,1,103,9.77
412,59,Female,116999,38823,720,18895,16,11.84,Unemployed,High School,Single,3,Rent,6,5,0,0,0,144,7.2
413,19,Male,130448,64878,666,39519,28,10.96,Self-Employed,High School,Divorced,2,Rent,21,9,0,1,0,213,9.06
414,43,Male,114795,19708,579,38207,16,13.23,Self-Employed,Bachelor,Widowed,1,Own,9,8,1,0,1,259,7.29
415,34,Female,70138,13819,582,4506,3,14.96,Self-Employed,Master,Single,1,Mortgage,10,7,1,0,0,156,7.62
416,57,Male,62823,75905,339,34893,28,7.55,Unemployed,PhD,Married,3,Rent,36,8,1,1,0,263,3.61
417,50,Female,57208,64870,488,11456,13,3.44,Employed,Master,Divorced,0,Mortgage,3,6,1,1,1,185,3.73
418,26,Female,74061,10283,463,31163,14,2.4,Employed,Bachelor,Divorced,2,Own,41,3,0,1,1,134,8.05
419,60,Female,50659,31573,835,6578,8,11.45,Unemployed,Bachelor,Widowed,3,Mortgage,24,7,1,1,0,260,3.67
420,65,Male,149824,79707,835,30131,12,13.36,Self-Employed,Master,Single,3,Rent,22,8,1,1,1,140,6.06
421,56,Male,121376,31933,303,30640,23,4.87,Self-Employed,Master,Divorced,1,Rent,49,8,1,1,0,59,3.24
422,46,Male,51890,6774,589,42191,23,4.06,Self-Employed,Bachelor,Divorced,2,Mortgage,14,1,1,1,1,102,8.35
423,59,Female,99134,73055,732,4461,22,2.81,Unemployed,Bachelor,Single,0,Rent,42,7,0,1,1,229,1.99
424,43,Male,67055,11983,770,29777,21,12.7,Self-Employed,PhD,Divorced,1,Rent,45,3,1,0,1,29,8.47
425,52,Female,132269,97468,480,42074,26,6.05,Self-Employed,High School,Single,3,Rent,44,2,1,1,1,214,6.42
426,67,Male,39508,97334,547,31917,8,7.22,Unemployed,High School,Single,1,Own,27,2,1,1,0,100,2.68
427,42,Female,62287,19133,578,22984,21,8.54,Employed,PhD,Single,1,Own,33,8,1,0,1,182,5.88
428,41,Male,98916,15939,553,18603,25,12.91,Unemployed,Master,Widowed,4,Rent,22,9,0,0,0,198,3.54
429,30,Male,46984,1781,480,29845,9,10.46,Unemployed,Bachelor,Single,1,Mortgage,29,3,1,0,0,11,3.91
430,24,Male,130169,57700,808,46826,1,10,Unemployed,Master,Single,1,Own,19,3,1,0,1,177,4.16
431,53,Female,28125,28624,625,39954,6,4.28,Unemployed,High School,Married,2,Mortgage,19,6,1,1,1,33,1.57
432,62,Female,56059,7823,656,2087,23,8.67,Employed,High School,Married,1,Rent,6,1,0,1,1,77,9.87
433,37,Male,89569,19489,690,43071,19,11.3,Self-Employed,Master,Widowed,0,Rent,45,6,1,0,1,203,1.28
434,18,Male,123409,40961,384,21531,23,14.65,Unemployed,High School,Single,3,Mortgage,19,3,1,0,1,93,6.96
435,25,Female,37087,30118,616,26712,11,4.62,Employed,Bachelor,Married,2,Own,13,4,0,1,0,216,4.34
436,63,Female,126437,82816,511,10850,11,2.12,Self-Employed,PhD,Married,1,Mortgage,26,9,1,1,1,58,6.81
437,33,Female,135262,23263,814,19316,23,2.98,Self-Employed,Master,Divorced,0,Mortgage,22,3,0,1,0,41,4.21
438,31,Male,25704,14565,683,20788,13,6.89,Self-Employed,Bachelor,Single,3,Rent,21,1,0,1,0,179,7.06
439,29,Female,80576,21354,641,29932,11,12.67,Unemployed,Bachelor,Married,2,Own,36,3,1,0,0,138,7.56
440,68,Male,93384,43951,337,44722,18,2.09,Unemployed,High School,Widowed,0,Mortgage,2,7,1,1,0,111,7.21
441,40,Female,107128,92179,810,49117,23,7.94,Self-Employed,Bachelor,Divorced,1,Own,47,7,0,0,1,44,2.03
442,32,Male,131279,24648,719,7337,15,6.28,Self-Employed,Master,Divorced,4,Rent,44,5,0,0,1,208,6.91
443,45,Female,92460,51729,468,34717,1,2.68,Self-Employed,Bachelor,Single,4,Own,30,1,1,0,0,86,3.52
444,51,Female,47208,42971,642,21384,21,7.85,Self-Employed,PhD,Single,2,Rent,27,8,0,1,0,23,1.26
445,19,Female,138516,19658,605,5954,25,5.31,Self-Employed,Bachelor,Divorced,0,Own,7,8,0,0,1,140,4.73
446,49,Female,149612,22253,841,9924,7,6.57,Self-Employed,Bachelor,Widowed,3,Mortgage,20,2,1,1,0,247,4.9
447,40,Female,105150,65166,836,37385,23,11.17,Employed,PhD,Single,0,Rent,31,3,0,0,1,289,5.2
448,39,Male,86024,49563,411,42137,27,8.78,Self-Employed,Bachelor,Single,4,Mortgage,23,4,0,1,0,74,7.34
449,68,Female,59882,27390,710,44118,13,3.62,Unemployed,Bachelor,Divorced,2,Rent,13,1,0,0,1,147,3.78
450,42,Female,45923,89664,505,18912,12,14.5,Unemployed,High School,Divorced,1,Own,17,4,0,0,0,278,3.84
451,39,Female,146561,52578,484,47611,18,10.27,Unemployed,Master,Single,0,Own,4,5,0,1,0,237,1.54
452,39,Male,134044,80025,681,40113,24,11.96,Self-Employed,High School,Married,4,Rent,14,3,0,1,0,210,7.18
453,66,Female,121477,33658,795,20642,19,3.03,Unemployed,Master,Single,3,Rent,20,2,1,0,1,151,6.11
454,69,Male,49165,7852,678,37892,15,2.61,Employed,PhD,Married,2,Rent,13,6,0,0,1,109,4.14
455,59,Female,87203,95986,346,9348,8,2.25,Self-Employed,PhD,Divorced,1,Own,3,8,1,1,1,147,7.35
456,23,Female,111749,3551,827,49817,19,4.45,Unemployed,PhD,Married,0,Rent,26,7,1,0,0,177,5.84
457,32,Male,24114,72947,803,13636,10,7.39,Employed,Master,Widowed,3,Rent,26,1,1,1,0,108,5.22
458,60,Female,84965,62001,321,1089,7,14.17,Employed,Master,Divorced,1,Mortgage,18,4,1,1,0,75,5.6
459,54,Male,56321,50159,512,21408,18,7.94,Unemployed,Master,Single,4,Rent,32,3,1,0,0,56,6.73
460,50,Male,93297,52707,609,7009,16,5.77,Employed,PhD,Single,4,Mortgage,14,6,1,1,0,240,6.94
